strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,Type,timestamp,timeXvalue
12700,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12700,28-Dec-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12700,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12800,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12800,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12900,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13000,30-Mar-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13000,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE13000.00,1945.0,-574,-22.78682016673283,1499,0,2799.45,-29.700000000000273,-1.049785271194538,18600,14850,650,2792.9,50,2796,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,28-Dec-2023,NIFTY,OPTIDXNIFTY28-12-2023CE13000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,5390,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE13000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,5895,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,26-Dec-2024,NIFTY,OPTIDXNIFTY26-12-2024CE13000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6360,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,26-Jun-2025,NIFTY,OPTIDXNIFTY26-06-2025CE13000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6790,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,24-Dec-2025,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13000,25-Jun-2026,NIFTY,OPTIDXNIFTY25-06-2026CE13000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,7565,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,31-Dec-2026,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13000,29-Sep-2022,NIFTY,OPTIDXNIFTY29-09-2022CE13000.00,127.0,-1,-0.78125,6,0,2830,-22.050000000000182,-0.7731281008397531,200,700,100,2800.15,50,2845,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE13000.00,249.0,10,4.184100418410042,11,0,2960,-90,-2.9508196721311477,300,1050,50,2960.3,50,2999,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13000,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13100,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13400,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13500,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE13500.00,89.0,0,0,0,0,0,0,0,150,1000,50,2539.05,350,3481.6,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13500,28-Dec-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
